Industry,Company_Size,Tech_Stack,Hiring_Budget,Role,Seniority_Level,Skills_Required,Years_Experience,Project_Type,Project_Timeline,Expected_Deliverables,Current_Team,Collaboration_Model,Diversity_Goals,Number_of_Hires,Hiring_Method
Retail,Medium,"Python,Scikit-learn,Azure",116101,Machine Learning Engineer,Senior,"Python,Scikit-learn,NLP",2,Forecasting,5 months,Demand forecasting system,"2 Data Scientists, 1 MLOps Engineer",Siloed,At least 1 woman per role,1,Hybrid
Retail,Medium,"R,Python,Azure ML",192083,Machine Learning Engineer,Senior,"Python,Spark,AWS Glue",2,Computer Vision,12 months,Sentiment classifier,2 ML Engineers,Cross-functional,50% gender parity,1,Remote
Healthcare,Medium,"Python,FastAPI,SQL",105167,ML Engineer,Junior,"Python,Tableau,SQL",6,Recommendation System,9 months,Object detection model,4 Researchers,Siloed,At least 30% female candidates,3,Hybrid
Technology,Medium,"R,Python,Azure ML",249514,Computer Vision Engineer,Mid-level,"Python,XGBoost,MySQL",1,Recommendation System,3 months,ETL pipelines,"1 Data Scientist, 1 PM",Siloed,Include fresh grads,3,Remote
Finance,Large,"Python,Keras,NLP",195245,Computer Vision Engineer,Junior,"Python,Tableau,SQL",6,NLP,9 months,ETL pipelines,1 ML Engineer,Siloed,At least 30% female candidates,2,"Full-time, Remote"
Gaming,Small,"Python,XGBoost,MySQL",294743,Data Scientist,Senior,"Python,XGBoost,MySQL",1,Predictive Analytics,5 months,Sentiment classifier,5 Data Scientists,Siloed,At least 1 woman per role,1,Remote
Healthcare,Large,"Python,Keras,NLP",232288,Data Engineer,Mid-level,"Python,OpenCV,PyTorch",3,Computer Vision,6 months,Medical ML Models,1 ML Engineer,Siloed,50% gender parity,3,Contract
Technology,Large,"Python,OpenCV,PyTorch",148900,ML Researcher,Junior,"Python,Tableau,SQL",3,Fraud Detection,9 months,Demand forecasting system,4 Researchers,Cross-functional,Include fresh grads,1,Remote
Logistics,Small,"Python,Spark,AWS Glue",139445,Data Engineer,Mid-level,"R,Python,Bioinformatics",3,NLP,12 months,ETL pipelines,4 Researchers,Siloed,At least 1 person with disability,2,Contract
EdTech,Large,"Python,XGBoost,MySQL",161900,Computer Vision Engineer,Junior,"Python,PyTorch,Deep Learning",2,Computer Vision,3 months,ETL pipelines,1 ML Engineer,Siloed,At least 1 woman per role,3,Hybrid
Gaming,Large,"Python,TensorFlow,AWS",152950,AI Researcher,Mid-level,"Python,Pandas,SQL",1,Forecasting,5 months,Object detection model,1 Analyst,Cross-functional,50% gender parity,2,Full-time
Technology,Small,"Python,Scikit-learn,Azure",257705,Data Engineer,Junior,"R,Python,Bioinformatics",3,Fraud Detection,12 months,Research papers,4 Researchers,Cross-functional,Ensure diverse academic backgrounds,1,"Full-time, Remote"
Manufacturing,Small,"Python,OpenCV,PyTorch",274120,Data Engineer,Mid-level,"Python,PyTorch,Deep Learning",2,Predictive Analytics,3 months,Forecast models,"1 Data Scientist, 1 PM",Siloed,At least 1 person with disability,3,Contract
Gaming,Small,"Python,FastAPI,SQL",128000,AI Researcher,Junior,"Python,Keras,NLP",4,Recommendation System,5 months,Demand forecasting system,"2 Data Scientists, 1 MLOps Engineer",Siloed,Include fresh grads,2,Full-time
Retail,Large,"R,Python,Azure ML",224480,Data Analyst,Mid-level,"Python,Pandas,SQL",3,Recommendation System,12 months,Forecast models,1 ML Engineer,Cross-functional,50% gender parity,3,Full-time
Technology,Large,"Python,Spark,AWS Glue",166317,Computer Vision Engineer,Mid-level,"Python,Scikit-learn,EDA",6,NLP,9 months,ETL pipelines,1 BI Engineer,Siloed,At least 30% female candidates,2,Remote
EdTech,Small,"Python,Spark,AWS Glue",177967,Data Analyst,Junior,"Python,Tableau,SQL",6,Forecasting,12 months,Medical ML Models,"2 Data Scientists, 1 MLOps Engineer",Siloed,At least 1 person with disability,1,Hybrid
Logistics,Large,"R,Python,Azure ML",187221,Computer Vision Engineer,Junior,"Python,Pandas,SQL",6,Forecasting,9 months,Research papers,"1 Data Scientist, 1 PM",Siloed,Include fresh grads,3,"Full-time, Remote"
Retail,Medium,"Python,TensorFlow,AWS",299747,Machine Learning Engineer,Senior,"Python,Pandas,SQL",6,Recommendation System,12 months,Dashboards and reports,"2 Data Scientists, 1 MLOps Engineer",Siloed,Ensure diverse academic backgrounds,3,Remote
Retail,Large,"Python,PyTorch,GCP",129052,AI Researcher,Junior,"Python,OpenCV,PyTorch",6,Fraud Detection,4 months,Demand forecasting system,4 Researchers,Siloed,At least 1 woman per role,2,Contract
EdTech,Small,"Python,XGBoost,MySQL",185873,Data Engineer,Junior,"Python,PyTorch,Deep Learning",4,Forecasting,4 months,Medical ML Models,4 Researchers,Cross-functional,At least 30% female candidates,1,"Full-time, Remote"
E-commerce,Small,"Python,Tableau,SQL",151974,Data Engineer,Senior,"Python,Pandas,SQL",1,Recommendation System,9 months,Medical ML Models,2 ML Engineers,Siloed,Ensure diverse academic backgrounds,1,Remote
Finance,Large,"Python,PyTorch,GCP",103700,Computer Vision Engineer,Mid-level,"Python,Tableau,SQL",1,Computer Vision,12 months,ETL pipelines,2 Data Engineers,Siloed,None,3,Hybrid
Gaming,Small,"R,Python,Azure ML",154160,Data Analyst,Mid-level,"Python,Spark,AWS Glue",4,Computer Vision,6 months,Dashboards and reports,"2 Data Scientists, 1 MLOps Engineer",Siloed,None,1,"Full-time, Remote"
Logistics,Small,"Python,Scikit-learn,Azure",252804,ML Researcher,Junior,"Python,Scikit-learn,NLP",4,Computer Vision,5 months,Medical ML Models,2 Data Engineers,Siloed,50% gender parity,2,"Full-time, Remote"
EdTech,Small,"Python,PyTorch,GCP",246014,Machine Learning Engineer,Junior,"Python,Scikit-learn,EDA",2,Recommendation System,5 months,Demand forecasting system,2 ML Engineers,Cross-functional,At least 30% female candidates,2,"Full-time, Remote"
Gaming,Medium,"R,Python,Azure ML",275967,ML Engineer,Junior,"Python,OpenCV,PyTorch",1,Predictive Analytics,4 months,Sentiment classifier,1 Analyst,Siloed,None,2,Contract
Healthcare,Medium,"Python,OpenCV,PyTorch",213489,AI Researcher,Mid-level,"Python,PyTorch,Deep Learning",3,NLP,4 months,Interactive dashboards,1 ML Engineer,Siloed,At least 1 woman per role,2,Remote
EdTech,Large,"Python,Scikit-learn,Azure",214235,AI Researcher,Mid-level,"Python,Tableau,SQL",2,Predictive Analytics,12 months,Interactive dashboards,"2 Data Scientists, 1 MLOps Engineer",Cross-functional,Ensure diverse academic backgrounds,1,Contract
Finance,Small,"Python,Tableau,SQL",168216,AI Researcher,Senior,"Python,Tableau,SQL",4,NLP,6 months,Deployable chatbot,1 BI Engineer,Siloed,50% gender parity,3,Hybrid
Logistics,Medium,"Python,PyTorch,GCP",288681,AI Researcher,Junior,"Python,Scikit-learn,EDA",1,Computer Vision,5 months,Dashboards and reports,1 Analyst,Siloed,Include fresh grads,3,"Full-time, Remote"
E-commerce,Large,"Python,TensorFlow,AWS",237891,AI Researcher,Mid-level,"Python,PyTorch,Deep Learning",2,Recommendation System,12 months,Research papers,"1 Data Scientist, 1 PM",Cross-functional,None,3,Full-time
Gaming,Medium,"Python,XGBoost,MySQL",127805,ML Engineer,Junior,"Python,Scikit-learn,NLP",1,Recommendation System,12 months,Interactive dashboards,1 BI Engineer,Siloed,Include fresh grads,3,Full-time
Retail,Small,"Python,XGBoost,MySQL",218777,ML Engineer,Senior,"Python,XGBoost,MySQL",2,Computer Vision,3 months,Sentiment classifier,"1 Data Scientist, 1 PM",Cross-functional,50% gender parity,1,"Full-time, Remote"
Gaming,Small,"R,Python,Azure ML",166889,AI Researcher,Junior,"R,Python,Bioinformatics",1,NLP,4 months,Dashboards and reports,4 Researchers,Siloed,None,3,Contract
Healthcare,Medium,"Python,Tableau,SQL",213340,Data Engineer,Senior,"Python,XGBoost,MySQL",2,Forecasting,12 months,Research papers,"1 Data Scientist, 1 PM",Cross-functional,At least 1 woman per role,2,Hybrid
Logistics,Medium,"Python,XGBoost,MySQL",257375,Computer Vision Engineer,Junior,"R,Python,Bioinformatics",3,Predictive Analytics,4 months,Medical ML Models,4 Researchers,Cross-functional,At least 30% female candidates,3,Remote
Logistics,Large,"Python,Spark,AWS Glue",269767,AI Researcher,Mid-level,"Python,OpenCV,PyTorch",6,Fraud Detection,9 months,Research papers,1 ML Engineer,Siloed,At least 1 woman per role,1,Hybrid
EdTech,Small,"Python,FastAPI,SQL",279388,Data Engineer,Junior,"Python,OpenCV,PyTorch",4,Forecasting,9 months,Deployable chatbot,2 Developers,Cross-functional,At least 30% female candidates,3,Full-time
Manufacturing,Medium,"R,Python,Azure ML",124768,ML Researcher,Senior,"Python,XGBoost,MySQL",3,Forecasting,5 months,Demand forecasting system,5 Data Scientists,Cross-functional,At least 30% female candidates,3,Hybrid
Finance,Small,"R,Python,Azure ML",111864,Data Scientist,Mid-level,"Python,Keras,NLP",3,Predictive Analytics,12 months,Interactive dashboards,1 BI Engineer,Siloed,None,1,Contract
Finance,Small,"Python,XGBoost,MySQL",167978,Data Scientist,Mid-level,"Python,OpenCV,PyTorch",1,NLP,6 months,Research papers,"2 Data Scientists, 1 MLOps Engineer",Cross-functional,50% gender parity,2,Hybrid
Gaming,Large,"Python,XGBoost,MySQL",290293,ML Researcher,Mid-level,"Python,XGBoost,MySQL",5,Forecasting,12 months,Medical ML Models,1 ML Engineer,Cross-functional,Ensure diverse academic backgrounds,1,Full-time
E-commerce,Small,"Python,TensorFlow,AWS",282460,Data Analyst,Junior,"Python,Spark,AWS Glue",4,Fraud Detection,4 months,ETL pipelines,4 Researchers,Cross-functional,At least 30% female candidates,2,Hybrid
Finance,Medium,"R,Python,Azure ML",105719,Data Scientist,Junior,"Python,Pandas,SQL",6,Fraud Detection,6 months,Interactive dashboards,1 BI Engineer,Cross-functional,At least 1 person with disability,2,"Full-time, Remote"
E-commerce,Small,"Python,Keras,NLP",249272,Computer Vision Engineer,Junior,"Python,Scikit-learn,EDA",1,NLP,12 months,Medical ML Models,4 Researchers,Siloed,50% gender parity,3,"Full-time, Remote"
Manufacturing,Medium,"Python,TensorFlow,AWS",227794,Computer Vision Engineer,Mid-level,"Python,OpenCV,PyTorch",5,Fraud Detection,9 months,Interactive dashboards,2 Data Engineers,Cross-functional,Include fresh grads,1,Hybrid
Retail,Large,"Python,PyTorch,GCP",170214,Computer Vision Engineer,Mid-level,"Python,PyTorch,Deep Learning",4,Predictive Analytics,12 months,Forecast models,1 BI Engineer,Siloed,At least 30% female candidates,1,Remote
E-commerce,Medium,"Python,Scikit-learn,Azure",214848,Data Analyst,Senior,"Python,Spark,AWS Glue",5,Fraud Detection,5 months,Demand forecasting system,1 BI Engineer,Cross-functional,None,3,Hybrid
Gaming,Large,"Python,Scikit-learn,Azure",223817,AI Researcher,Senior,"Python,Spark,AWS Glue",3,Fraud Detection,12 months,Research papers,1 BI Engineer,Cross-functional,Ensure diverse academic backgrounds,1,Contract
Logistics,Small,"R,Python,Azure ML",229427,Data Engineer,Junior,"Python,Spark,AWS Glue",5,NLP,3 months,Forecast models,1 ML Engineer,Siloed,50% gender parity,1,Contract
Manufacturing,Small,"Python,PyTorch,GCP",188535,Computer Vision Engineer,Junior,"Python,XGBoost,MySQL",2,NLP,9 months,ETL pipelines,1 BI Engineer,Siloed,None,2,Full-time
Manufacturing,Medium,"Python,FastAPI,SQL",280914,Data Scientist,Senior,"Python,Scikit-learn,NLP",4,Recommendation System,3 months,Research papers,2 ML Engineers,Cross-functional,At least 1 person with disability,3,Full-time
Manufacturing,Small,"Python,FastAPI,SQL",265131,Data Scientist,Junior,"Python,Scikit-learn,EDA",2,Fraud Detection,5 months,Interactive dashboards,2 Developers,Siloed,50% gender parity,1,Contract
Retail,Medium,"Python,FastAPI,SQL",132239,Data Analyst,Mid-level,"R,Python,Bioinformatics",1,Computer Vision,6 months,Forecast models,1 ML Engineer,Cross-functional,At least 30% female candidates,2,Remote
Gaming,Medium,"Python,Spark,AWS Glue",139743,Computer Vision Engineer,Junior,"Python,Pandas,SQL",4,Recommendation System,6 months,Interactive dashboards,2 Developers,Siloed,At least 30% female candidates,2,Contract
Technology,Large,"Python,OpenCV,PyTorch",118240,Data Scientist,Mid-level,"Python,Scikit-learn,EDA",4,Computer Vision,6 months,Deployable chatbot,4 Researchers,Cross-functional,50% gender parity,3,Contract
Technology,Large,"Python,OpenCV,PyTorch",177522,Computer Vision Engineer,Mid-level,"Python,OpenCV,PyTorch",3,Fraud Detection,12 months,Forecast models,"1 Data Scientist, 1 PM",Cross-functional,At least 1 person with disability,2,"Full-time, Remote"
Finance,Large,"R,Python,Azure ML",216965,Data Analyst,Senior,"Python,XGBoost,MySQL",5,Fraud Detection,6 months,Forecast models,4 Researchers,Cross-functional,None,1,Full-time
Manufacturing,Medium,"R,Python,Azure ML",290080,AI Researcher,Senior,"Python,OpenCV,PyTorch",3,Computer Vision,3 months,Object detection model,2 Developers,Siloed,Include fresh grads,2,Contract
Technology,Small,"Python,OpenCV,PyTorch",255321,Data Engineer,Junior,"Python,Keras,NLP",6,Recommendation System,9 months,Research papers,"2 Data Scientists, 1 MLOps Engineer",Siloed,None,3,"Full-time, Remote"
Retail,Small,"Python,TensorFlow,AWS",298327,Data Scientist,Mid-level,"Python,Keras,NLP",5,Fraud Detection,3 months,Interactive dashboards,"1 Data Scientist, 1 PM",Cross-functional,At least 1 person with disability,3,"Full-time, Remote"
Manufacturing,Large,"Python,Spark,AWS Glue",191838,Data Engineer,Mid-level,"Python,XGBoost,MySQL",6,Computer Vision,12 months,Medical ML Models,2 Developers,Cross-functional,At least 30% female candidates,2,"Full-time, Remote"
E-commerce,Medium,"Python,Tableau,SQL",125686,AI Researcher,Senior,"R,Python,Bioinformatics",4,NLP,3 months,Deployable chatbot,4 Researchers,Cross-functional,At least 1 woman per role,1,Hybrid
Healthcare,Medium,"Python,OpenCV,PyTorch",205579,Computer Vision Engineer,Mid-level,"Python,XGBoost,MySQL",4,Fraud Detection,6 months,Interactive dashboards,1 BI Engineer,Siloed,At least 1 person with disability,1,Contract
Manufacturing,Small,"Python,Tableau,SQL",286423,ML Researcher,Junior,"Python,OpenCV,PyTorch",5,NLP,12 months,ETL pipelines,1 BI Engineer,Siloed,At least 30% female candidates,3,Contract
Manufacturing,Medium,"Python,PyTorch,GCP",257705,Computer Vision Engineer,Junior,"Python,PyTorch,Deep Learning",3,Predictive Analytics,5 months,Deployable chatbot,2 Developers,Cross-functional,At least 30% female candidates,2,Remote
Retail,Medium,"Python,Keras,NLP",227382,Machine Learning Engineer,Junior,"Python,Pandas,SQL",5,Recommendation System,3 months,Sentiment classifier,1 ML Engineer,Cross-functional,Ensure diverse academic backgrounds,3,Hybrid
Technology,Small,"Python,OpenCV,PyTorch",191396,Data Scientist,Junior,"R,Python,Bioinformatics",4,Predictive Analytics,5 months,Demand forecasting system,1 BI Engineer,Siloed,At least 1 person with disability,2,Hybrid
Finance,Small,"Python,OpenCV,PyTorch",266844,ML Researcher,Mid-level,"Python,Tableau,SQL",2,Fraud Detection,5 months,Research papers,2 ML Engineers,Siloed,At least 1 woman per role,1,Hybrid
Retail,Large,"Python,TensorFlow,AWS",275752,ML Researcher,Senior,"Python,Keras,NLP",6,NLP,4 months,Deployable chatbot,2 ML Engineers,Siloed,Include fresh grads,3,Full-time
Manufacturing,Small,"Python,Spark,AWS Glue",262189,Machine Learning Engineer,Senior,"Python,OpenCV,PyTorch",2,Recommendation System,9 months,Deployable chatbot,5 Data Scientists,Cross-functional,At least 30% female candidates,2,Contract
E-commerce,Large,"Python,XGBoost,MySQL",216452,Data Scientist,Senior,"Python,XGBoost,MySQL",3,Recommendation System,9 months,Deployable chatbot,1 BI Engineer,Cross-functional,None,2,Contract
Gaming,Small,"Python,OpenCV,PyTorch",183199,Computer Vision Engineer,Mid-level,"Python,PyTorch,Deep Learning",1,NLP,9 months,Dashboards and reports,1 ML Engineer,Cross-functional,Ensure diverse academic backgrounds,2,Full-time
Finance,Medium,"R,Python,Azure ML",277893,AI Researcher,Junior,"Python,XGBoost,MySQL",3,Computer Vision,3 months,Deployable chatbot,1 ML Engineer,Siloed,At least 30% female candidates,2,Contract
Gaming,Medium,"Python,Keras,NLP",198438,Data Scientist,Junior,"Python,Spark,AWS Glue",2,Predictive Analytics,9 months,ETL pipelines,1 BI Engineer,Siloed,At least 30% female candidates,2,Full-time
Retail,Medium,"Python,OpenCV,PyTorch",206712,Data Scientist,Mid-level,"Python,Scikit-learn,NLP",4,Fraud Detection,4 months,Deployable chatbot,1 ML Engineer,Cross-functional,Ensure diverse academic backgrounds,3,Contract
EdTech,Large,"R,Python,Azure ML",216911,Data Scientist,Senior,"Python,OpenCV,PyTorch",2,Computer Vision,5 months,Object detection model,1 Analyst,Cross-functional,Include fresh grads,2,"Full-time, Remote"
Logistics,Small,"Python,TensorFlow,AWS",221805,Data Engineer,Senior,"Python,Pandas,SQL",1,NLP,6 months,Sentiment classifier,2 ML Engineers,Siloed,At least 1 person with disability,3,Hybrid
Retail,Large,"Python,Spark,AWS Glue",253395,Data Engineer,Junior,"Python,Pandas,SQL",6,Predictive Analytics,9 months,Research papers,1 ML Engineer,Cross-functional,At least 1 woman per role,3,Full-time
Finance,Large,"Python,OpenCV,PyTorch",173258,Computer Vision Engineer,Junior,"Python,XGBoost,MySQL",5,Forecasting,12 months,Forecast models,1 ML Engineer,Siloed,None,1,Remote
Retail,Small,"Python,Tableau,SQL",257158,ML Engineer,Junior,"Python,Pandas,SQL",6,NLP,9 months,Interactive dashboards,"2 Data Scientists, 1 MLOps Engineer",Cross-functional,50% gender parity,1,Hybrid
Manufacturing,Large,"Python,Tableau,SQL",299875,Computer Vision Engineer,Senior,"Python,PyTorch,Deep Learning",6,Fraud Detection,3 months,Object detection model,"2 Data Scientists, 1 MLOps Engineer",Siloed,50% gender parity,1,Remote
Gaming,Large,"Python,Scikit-learn,Azure",201384,AI Researcher,Senior,"Python,Scikit-learn,NLP",1,Recommendation System,5 months,ETL pipelines,1 BI Engineer,Cross-functional,Ensure diverse academic backgrounds,3,Full-time
EdTech,Large,"Python,Scikit-learn,Azure",150203,Data Scientist,Senior,"Python,Keras,NLP",6,Computer Vision,4 months,Interactive dashboards,"1 Data Scientist, 1 PM",Cross-functional,None,2,"Full-time, Remote"
E-commerce,Small,"Python,Spark,AWS Glue",267362,Computer Vision Engineer,Junior,"Python,Keras,NLP",5,Predictive Analytics,6 months,Dashboards and reports,2 Developers,Cross-functional,50% gender parity,3,"Full-time, Remote"
Finance,Small,"Python,XGBoost,MySQL",133619,Data Scientist,Junior,"Python,Keras,NLP",5,Computer Vision,9 months,Sentiment classifier,2 Data Engineers,Cross-functional,50% gender parity,3,"Full-time, Remote"
EdTech,Large,"Python,OpenCV,PyTorch",218994,Machine Learning Engineer,Mid-level,"Python,Scikit-learn,NLP",3,Recommendation System,6 months,Sentiment classifier,5 Data Scientists,Siloed,At least 1 woman per role,2,"Full-time, Remote"
Technology,Large,"Python,Spark,AWS Glue",112311,Data Engineer,Mid-level,"Python,OpenCV,PyTorch",4,Forecasting,3 months,Medical ML Models,2 Data Engineers,Siloed,At least 30% female candidates,3,Full-time
E-commerce,Large,"R,Python,Azure ML",119514,Data Analyst,Junior,"Python,Pandas,SQL",3,Forecasting,3 months,Research papers,"2 Data Scientists, 1 MLOps Engineer",Siloed,At least 1 woman per role,1,"Full-time, Remote"
Retail,Medium,"Python,Spark,AWS Glue",128269,ML Researcher,Junior,"Python,Scikit-learn,EDA",1,Forecasting,9 months,ETL pipelines,5 Data Scientists,Siloed,At least 1 person with disability,1,Hybrid
Healthcare,Small,"Python,TensorFlow,AWS",108740,Computer Vision Engineer,Mid-level,"Python,PyTorch,Deep Learning",2,NLP,6 months,Deployable chatbot,1 ML Engineer,Siloed,At least 30% female candidates,1,Full-time
Manufacturing,Small,"Python,Keras,NLP",199996,Computer Vision Engineer,Junior,"Python,XGBoost,MySQL",4,Computer Vision,9 months,Demand forecasting system,"2 Data Scientists, 1 MLOps Engineer",Siloed,At least 1 woman per role,2,Hybrid
Healthcare,Medium,"Python,TensorFlow,AWS",219033,ML Engineer,Senior,"Python,Spark,AWS Glue",1,NLP,3 months,Demand forecasting system,5 Data Scientists,Cross-functional,Include fresh grads,1,"Full-time, Remote"
EdTech,Medium,"R,Python,Azure ML",226195,ML Researcher,Junior,"Python,Spark,AWS Glue",2,NLP,3 months,Dashboards and reports,1 ML Engineer,Siloed,Include fresh grads,3,Remote
EdTech,Large,"Python,OpenCV,PyTorch",138174,AI Researcher,Mid-level,"Python,Keras,NLP",5,Forecasting,5 months,Forecast models,"2 Data Scientists, 1 MLOps Engineer",Cross-functional,At least 30% female candidates,1,"Full-time, Remote"
Manufacturing,Small,"R,Python,Azure ML",190129,Data Analyst,Junior,"Python,Spark,AWS Glue",1,Forecasting,4 months,Interactive dashboards,1 BI Engineer,Siloed,At least 1 person with disability,3,"Full-time, Remote"
Retail,Large,"Python,Keras,NLP",209758,ML Engineer,Junior,"Python,PyTorch,Deep Learning",4,NLP,6 months,ETL pipelines,"2 Data Scientists, 1 MLOps Engineer",Cross-functional,50% gender parity,1,Hybrid
E-commerce,Small,"Python,Tableau,SQL",292567,ML Engineer,Senior,"R,Python,Bioinformatics",2,Recommendation System,4 months,Deployable chatbot,"1 Data Scientist, 1 PM",Cross-functional,At least 30% female candidates,2,Full-time
Manufacturing,Small,"Python,FastAPI,SQL",176172,ML Researcher,Junior,"Python,XGBoost,MySQL",3,NLP,3 months,ETL pipelines,2 Data Engineers,Siloed,Ensure diverse academic backgrounds,1,Remote
Finance,Medium,"Python,OpenCV,PyTorch",164478,AI Researcher,Junior,"Python,Scikit-learn,NLP",2,Forecasting,3 months,Deployable chatbot,1 Analyst,Siloed,50% gender parity,1,Remote
E-commerce,Medium,"Python,Tableau,SQL",162953,ML Engineer,Mid-level,"Python,Pandas,SQL",5,Predictive Analytics,6 months,Research papers,5 Data Scientists,Cross-functional,Ensure diverse academic backgrounds,1,Contract
Manufacturing,Medium,"Python,Scikit-learn,Azure",183349,Computer Vision Engineer,Senior,"Python,Spark,AWS Glue",1,Predictive Analytics,9 months,ETL pipelines,2 Developers,Siloed,At least 1 person with disability,1,Remote
E-commerce,Small,"Python,Keras,NLP",133150,ML Researcher,Junior,"Python,PyTorch,Deep Learning",4,Fraud Detection,9 months,Research papers,1 Analyst,Siloed,At least 1 person with disability,3,"Full-time, Remote"
Retail,Medium,"Python,OpenCV,PyTorch",221704,AI Researcher,Mid-level,"Python,Scikit-learn,EDA",5,Fraud Detection,6 months,Interactive dashboards,1 BI Engineer,Siloed,Include fresh grads,2,"Full-time, Remote"
Technology,Small,"Python,Spark,AWS Glue",153215,ML Researcher,Junior,"R,Python,Bioinformatics",2,Forecasting,6 months,Medical ML Models,2 ML Engineers,Cross-functional,At least 1 person with disability,2,Remote
Manufacturing,Small,"Python,FastAPI,SQL",297033,Data Scientist,Mid-level,"Python,Tableau,SQL",5,Forecasting,4 months,Demand forecasting system,"2 Data Scientists, 1 MLOps Engineer",Siloed,Include fresh grads,3,Remote
Gaming,Medium,"Python,Tableau,SQL",213378,Computer Vision Engineer,Mid-level,"Python,Tableau,SQL",3,Forecasting,6 months,Deployable chatbot,1 Analyst,Siloed,Ensure diverse academic backgrounds,2,Full-time
Retail,Small,"Python,Keras,NLP",231534,Data Scientist,Mid-level,"Python,Spark,AWS Glue",1,NLP,3 months,Forecast models,"2 Data Scientists, 1 MLOps Engineer",Cross-functional,None,1,Remote
EdTech,Medium,"Python,Keras,NLP",149975,AI Researcher,Senior,"Python,OpenCV,PyTorch",3,NLP,5 months,Sentiment classifier,"1 Data Scientist, 1 PM",Siloed,At least 1 woman per role,3,Full-time
Logistics,Large,"Python,OpenCV,PyTorch",299533,AI Researcher,Mid-level,"Python,Spark,AWS Glue",2,Fraud Detection,12 months,ETL pipelines,1 BI Engineer,Cross-functional,Include fresh grads,3,"Full-time, Remote"
Logistics,Large,"Python,Tableau,SQL",189301,Data Scientist,Mid-level,"Python,Spark,AWS Glue",4,Fraud Detection,6 months,ETL pipelines,1 BI Engineer,Siloed,At least 1 person with disability,3,Full-time
Retail,Small,"Python,XGBoost,MySQL",133645,Data Engineer,Senior,"Python,Scikit-learn,NLP",4,Fraud Detection,5 months,Forecast models,2 Data Engineers,Siloed,At least 1 woman per role,3,Hybrid
Manufacturing,Medium,"Python,Scikit-learn,Azure",253866,Machine Learning Engineer,Senior,"Python,Scikit-learn,NLP",2,Computer Vision,5 months,Demand forecasting system,2 ML Engineers,Siloed,At least 1 woman per role,1,Hybrid
Healthcare,Large,"R,Python,Azure ML",149371,ML Researcher,Junior,"Python,Scikit-learn,EDA",5,Recommendation System,12 months,Sentiment classifier,5 Data Scientists,Cross-functional,At least 30% female candidates,3,"Full-time, Remote"
Finance,Small,"Python,XGBoost,MySQL",228087,Machine Learning Engineer,Junior,"Python,Spark,AWS Glue",1,Recommendation System,5 months,ETL pipelines,2 Data Engineers,Siloed,50% gender parity,3,Full-time
Logistics,Small,"Python,Scikit-learn,Azure",235929,Machine Learning Engineer,Junior,"Python,Scikit-learn,EDA",4,Recommendation System,4 months,Research papers,1 Analyst,Siloed,At least 1 woman per role,3,Full-time
Gaming,Small,"Python,FastAPI,SQL",153916,Data Engineer,Mid-level,"Python,Tableau,SQL",2,Predictive Analytics,9 months,Sentiment classifier,2 ML Engineers,Cross-functional,Include fresh grads,3,Hybrid
EdTech,Small,"Python,TensorFlow,AWS",137405,ML Researcher,Junior,"R,Python,Bioinformatics",5,Computer Vision,9 months,Forecast models,2 ML Engineers,Siloed,At least 1 woman per role,2,"Full-time, Remote"
Technology,Large,"Python,PyTorch,GCP",175474,ML Researcher,Mid-level,"Python,Keras,NLP",4,Predictive Analytics,4 months,Medical ML Models,2 Data Engineers,Cross-functional,Include fresh grads,3,Hybrid
Logistics,Medium,"Python,FastAPI,SQL",283113,Data Scientist,Mid-level,"Python,Scikit-learn,NLP",2,Computer Vision,5 months,Object detection model,1 ML Engineer,Cross-functional,50% gender parity,3,Contract
Logistics,Medium,"Python,OpenCV,PyTorch",131779,ML Engineer,Junior,"Python,PyTorch,Deep Learning",5,Forecasting,6 months,Interactive dashboards,1 Analyst,Siloed,Ensure diverse academic backgrounds,3,Full-time
Logistics,Small,"Python,PyTorch,GCP",267475,ML Researcher,Mid-level,"Python,Scikit-learn,EDA",6,Recommendation System,4 months,Medical ML Models,"2 Data Scientists, 1 MLOps Engineer",Cross-functional,None,1,Contract
Retail,Large,"Python,Tableau,SQL",227076,ML Researcher,Junior,"Python,PyTorch,Deep Learning",5,Fraud Detection,4 months,Interactive dashboards,1 Analyst,Siloed,At least 1 person with disability,2,Contract
Finance,Small,"Python,XGBoost,MySQL",126349,AI Researcher,Mid-level,"Python,PyTorch,Deep Learning",5,Fraud Detection,6 months,Dashboards and reports,5 Data Scientists,Cross-functional,50% gender parity,2,Contract
Logistics,Medium,"Python,FastAPI,SQL",156799,Machine Learning Engineer,Senior,"Python,OpenCV,PyTorch",2,Recommendation System,12 months,Deployable chatbot,2 Developers,Cross-functional,At least 1 woman per role,3,Remote
Logistics,Small,"Python,XGBoost,MySQL",101223,Machine Learning Engineer,Mid-level,"Python,Spark,AWS Glue",2,Forecasting,4 months,ETL pipelines,5 Data Scientists,Cross-functional,At least 1 woman per role,1,Full-time
Retail,Small,"Python,PyTorch,GCP",157820,Data Scientist,Senior,"Python,Pandas,SQL",6,Computer Vision,3 months,Medical ML Models,2 Developers,Cross-functional,At least 1 person with disability,2,Remote
Manufacturing,Large,"Python,Spark,AWS Glue",263754,Data Analyst,Senior,"R,Python,Bioinformatics",4,NLP,4 months,ETL pipelines,5 Data Scientists,Siloed,None,1,Full-time
